"Deliverable 
(Streamtime: Item Name)","Description
(Streamtime: Description)",Resource, Dept Rate,Effort / Quantity,Cost Rate ,Total Cost ,Sell Rate,Total Sell ,Deliverable Price ,Internal Notes
Creative Asset - HTML5 Banner (Master),"HTML5 Banner (Master with 5 transitions):
- Banner artwork creation
- HTML5 banner development
- Project management",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
Creative Asset - HTML5 Banner (Master),"HTML5 Banner (Master with 5 transitions):
- Banner artwork creation
- HTML5 banner development
- Project management",[Expense],Shutterstock (per image),3, $ 50 , $ 150 , $ 50 , $ 150.00 ,,
Creative Asset - HTML5 Banner (Master),"HTML5 Banner (Master with 5 transitions):
- Banner artwork creation
- HTML5 banner development
- Project management",Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
Creative Asset - HTML5 Banner (Master),"HTML5 Banner (Master with 5 transitions):
- Banner artwork creation
- HTML5 banner development
- Project management",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ,,
Creative Asset - HTML5 Banner (Adapt),"HTML5 Banner (Adaptation):
- Banner artwork adaption using Creatopy
- Project management",Designer,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 , $ 520.00 ,
Creative Asset - HTML5 Banner (Adapt),"HTML5 Banner (Adaptation):
- Banner artwork adaption using Creatopy
- Project management",Copywriter,Content,1, $ 147 , $ 147 , $ 170 , $ 170.00 ,,
Creative Asset - HTML5 Banner (Adapt),"HTML5 Banner (Adaptation):
- Banner artwork adaption using Creatopy
- Project management",[Expense],Shutterstock (per image),0, $ 50 , $ -   , $ 50 , $ -   ,,
Creative Asset - HTML5 Banner (Adapt),"HTML5 Banner (Adaptation):
- Banner artwork adaption using Creatopy
- Project management",Creative Director,Creative Direction,0, $ 280 , $ -   , $ 280 , $ -   ,,
Creative Asset - HTML5 Banner (Adapt),"HTML5 Banner (Adaptation):
- Banner artwork adaption using Creatopy
- Project management",Project Manager,Project Management,1, $ 131 , $ 131 , $ 180 , $ 180.00 ,,
Creative Asset - Infographic (Simple),"Simple Infographic up to 4 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ," $ 2,400.00 ",
Creative Asset - Infographic (Simple),"Simple Infographic up to 4 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
Creative Asset - Infographic (Simple),"Simple Infographic up to 4 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",[Expense],Shutterstock (per image),4, $ 50 , $ 200 , $ 50 , $ 200.00 ,,
Creative Asset - Infographic (Simple),"Simple Infographic up to 4 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Designer,Creative,6, $ 122 , $ 732 , $ 170 ," $ 1,020.00 ",,
Creative Asset - Infographic (Simple),"Simple Infographic up to 4 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
Creative Asset - Infographic (Complex),"Complex Infographic up to 12 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 4,520.00 ",
Creative Asset - Infographic (Complex),"Complex Infographic up to 12 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
Creative Asset - Infographic (Complex),"Complex Infographic up to 12 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",[Expense],Shutterstock (per image),12, $ 50 , $ 600 , $ 50 , $ 600.00 ,,
Creative Asset - Infographic (Complex),"Complex Infographic up to 12 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Designer,Creative,12, $ 122 ," $ 1,464 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Infographic (Complex),"Complex Infographic up to 12 data points:
- Creative Direction
- Conceptualisation & Design
- Research & Content creation/editing
- Project Management",Copywriter,Content,6, $ 147 , $ 882 , $ 170 ," $ 1,020.00 ",,
Creative Asset - eBook/Whitepaper (Short),"Short eBook or Whitepaper with 6 to 10 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Project Manager,Project Management,6, $ 131 , $ 786 , $ 180 ," $ 1,080.00 "," $ 10,500.00 ",
Creative Asset - eBook/Whitepaper (Short),"Short eBook or Whitepaper with 6 to 10 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Content Strategist,Strategy,8, $ 133 ," $ 1,064 ", $ 180 ," $ 1,440.00 ",,
Creative Asset - eBook/Whitepaper (Short),"Short eBook or Whitepaper with 6 to 10 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",[Expense],Shutterstock (per image),10, $ 50 , $ 500 , $ 50 , $ 500.00 ,,
Creative Asset - eBook/Whitepaper (Short),"Short eBook or Whitepaper with 6 to 10 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Designer,Creative,16, $ 122 ," $ 1,952 ", $ 170 ," $ 2,720.00 ",,
Creative Asset - eBook/Whitepaper (Short),"Short eBook or Whitepaper with 6 to 10 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Copywriter,Content,28, $ 147 ," $ 4,116 ", $ 170 ," $ 4,760.00 ",,
Creative Asset - eBook/Whitepaper (Long),"Long eBook or Whitepaper with 11 to 15 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Project Manager,Project Management,8, $ 131 ," $ 1,048 ", $ 180 ," $ 1,440.00 "," $ 15,230.00 ",
Creative Asset - eBook/Whitepaper (Long),"Long eBook or Whitepaper with 11 to 15 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Content Strategist,Strategy,12, $ 133 ," $ 1,596 ", $ 180 ," $ 2,160.00 ",,
Creative Asset - eBook/Whitepaper (Long),"Long eBook or Whitepaper with 11 to 15 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",[Expense],Shutterstock (per image),15, $ 50 , $ 750 , $ 50 , $ 750.00 ,,
Creative Asset - eBook/Whitepaper (Long),"Long eBook or Whitepaper with 11 to 15 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Designer,Creative,24, $ 122 ," $ 2,928 ", $ 170 ," $ 4,080.00 ",,
Creative Asset - eBook/Whitepaper (Long),"Long eBook or Whitepaper with 11 to 15 pages:
- Research & Content strategy 
- Research & Content creation/editing 
- Design 
- Project management ",Copywriter,Content,40, $ 147 ," $ 5,880 ", $ 170 ," $ 6,800.00 ",,
Creative Asset - Factsheet,"Develop content and artwork for 2pp A4 size and below or equivalent:
 - Standard package includes creative/art director, designer(s), copywriter",Project Manager,Project Management,3, $ 131 , $ 393 , $ 180 , $ 540.00 ," $ 2,650.00 ",
Creative Asset - Factsheet,"Develop content and artwork for 2pp A4 size and below or equivalent:
 - Standard package includes creative/art director, designer(s), copywriter",Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
Creative Asset - Factsheet,"Develop content and artwork for 2pp A4 size and below or equivalent:
 - Standard package includes creative/art director, designer(s), copywriter",[Expense],Shutterstock (per image),2, $ 50 , $ 100 , $ 50 , $ 100.00 ,,
Creative Asset - Factsheet,"Develop content and artwork for 2pp A4 size and below or equivalent:
 - Standard package includes creative/art director, designer(s), copywriter",Art Director,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
Creative Asset - Factsheet,"Develop content and artwork for 2pp A4 size and below or equivalent:
 - Standard package includes creative/art director, designer(s), copywriter",Copywriter,Content,6, $ 147 , $ 882 , $ 170 ," $ 1,020.00 ",,
Creative Asset - Factsheet,"Develop content and artwork for 2pp A4 size and below or equivalent:
 - Standard package includes creative/art director, designer(s), copywriter",FA Artist,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
Creative Asset - Brochure (4pp),"Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Project Manager,Project Management,6, $ 131 , $ 786 , $ 180 ," $ 1,080.00 "," $ 5,840.00 ",
Creative Asset - Brochure (4pp),"Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Brochure (4pp),"Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",[Expense],Shutterstock (per image),8, $ 50 , $ 400 , $ 50 , $ 400.00 ,,
Creative Asset - Brochure (4pp),"Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Art Director,Creative,12, $ 122 ," $ 1,464 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Brochure (4pp),"Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Copywriter,Content,10, $ 147 ," $ 1,470 ", $ 170 ," $ 1,700.00 ",,
Creative Asset - Brochure (4pp),"Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",FA Artist,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
Creative Asset - Brochure (8pp),"Develop content and artwork for 8pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Project Manager,Project Management,10, $ 131 ," $ 1,310 ", $ 180 ," $ 1,800.00 "," $ 10,700.00 ",
Creative Asset - Brochure (8pp),"Develop content and artwork for 8pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Creative Director,Creative Direction,2, $ 280 , $ 560 , $ 280 , $ 560.00 ,,
Creative Asset - Brochure (8pp),"Develop content and artwork for 8pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",[Expense],Shutterstock (per image),24, $ 50 ," $ 1,200 ", $ 50 ," $ 1,200.00 ",,
Creative Asset - Brochure (8pp),"Develop content and artwork for 8pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Art Director,Creative,20, $ 122 ," $ 2,440 ", $ 170 ," $ 3,400.00 ",,
Creative Asset - Brochure (8pp),"Develop content and artwork for 8pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Copywriter,Content,18, $ 147 ," $ 2,646 ", $ 170 ," $ 3,060.00 ",,
Creative Asset - Brochure (8pp),"Develop content and artwork for 8pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",FA Artist,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
Creative Asset - Brochure (16pp),"Develop content and artwork for 16pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Project Manager,Project Management,16, $ 131 ," $ 2,096 ", $ 180 ," $ 2,880.00 "," $ 18,420.00 ",
Creative Asset - Brochure (16pp),"Develop content and artwork for 16pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Creative Director,Creative Direction,2, $ 280 , $ 560 , $ 280 , $ 560.00 ,,
Creative Asset - Brochure (16pp),"Develop content and artwork for 16pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",[Expense],Shutterstock (per image),48, $ 50 ," $ 2,400 ", $ 50 ," $ 2,400.00 ",,
Creative Asset - Brochure (16pp),"Develop content and artwork for 16pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Art Director,Creative,36, $ 122 ," $ 4,392 ", $ 170 ," $ 6,120.00 ",,
Creative Asset - Brochure (16pp),"Develop content and artwork for 16pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Copywriter,Content,32, $ 147 ," $ 4,704 ", $ 170 ," $ 5,440.00 ",,
Creative Asset - Brochure (16pp),"Develop content and artwork for 16pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",FA Artist,Creative,6, $ 122 , $ 732 , $ 170 ," $ 1,020.00 ",,
Creative Asset - Brochure (Additional 4pp),"Add-on to above line items. 
Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 3,980.00 ",
Creative Asset - Brochure (Additional 4pp),"Add-on to above line items. 
Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Creative Director,Creative Direction,0.5, $ 280 , $ 140 , $ 280 , $ 140.00 ,,
Creative Asset - Brochure (Additional 4pp),"Add-on to above line items. 
Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",[Expense],Shutterstock (per image),8, $ 50 , $ 400 , $ 50 , $ 400.00 ,,
Creative Asset - Brochure (Additional 4pp),"Add-on to above line items. 
Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Art Director,Creative,8, $ 122 , $ 976 , $ 170 ," $ 1,360.00 ",,
Creative Asset - Brochure (Additional 4pp),"Add-on to above line items. 
Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",Copywriter,Content,6, $ 147 , $ 882 , $ 170 ," $ 1,020.00 ",,
Creative Asset - Brochure (Additional 4pp),"Add-on to above line items. 
Develop content and artwork for 4pp A4 size and below or equivalent
 - Standard package includes creative/art director, designer(s), copywriter",FA Artist,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
Creative Asset - Print Ads (Master),"Full Page Ad
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 4,660.00 ",
Creative Asset - Print Ads (Master),"Full Page Ad
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Creative Director,Creative Direction,2, $ 280 , $ 560 , $ 280 , $ 560.00 ,,
Creative Asset - Print Ads (Master),"Full Page Ad
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",[Expense],Shutterstock (per image),3, $ 50 , $ 150 , $ 50 , $ 150.00 ,,
Creative Asset - Print Ads (Master),"Full Page Ad
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Art Director,Creative,12, $ 122 ," $ 1,464 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Print Ads (Master),"Full Page Ad
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Copywriter,Content,6, $ 147 , $ 882 , $ 170 ," $ 1,020.00 ",,
Creative Asset - Print Ads (Master),"Full Page Ad
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",FA Artist,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
Creative Asset - Print Ads (Adapt),"Full Page Ad
- Standard package includes adaptation cost from master concept, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Project Manager,Project Management,2, $ 131 , $ 262 , $ 180 , $ 360.00 ," $ 1,980.00 ",
Creative Asset - Print Ads (Adapt),"Full Page Ad
- Standard package includes adaptation cost from master concept, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Print Ads (Adapt),"Full Page Ad
- Standard package includes adaptation cost from master concept, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",[Expense],Shutterstock (per image),3, $ 50 , $ 150 , $ 50 , $ 150.00 ,,
Creative Asset - Print Ads (Adapt),"Full Page Ad
- Standard package includes adaptation cost from master concept, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Art Director,Creative,4, $ 122 , $ 488 , $ 170 , $ 680.00 ,,
Creative Asset - Print Ads (Adapt),"Full Page Ad
- Standard package includes adaptation cost from master concept, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",Copywriter,Content,2, $ 147 , $ 294 , $ 170 , $ 340.00 ,,
Creative Asset - Print Ads (Adapt),"Full Page Ad
- Standard package includes adaptation cost from master concept, creative/art director, designer(s), copywriter
- 50% more for Double Page Spread",FA Artist,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
Creative Asset - Billboard (OOH),"Billboard / OOH poster from 6 Sheet up to 48 sheet
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 4,940.00 ",
Creative Asset - Billboard (OOH),"Billboard / OOH poster from 6 Sheet up to 48 sheet
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Billboard (OOH),"Billboard / OOH poster from 6 Sheet up to 48 sheet
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",[Expense],Shutterstock (per image),4, $ 50 , $ 200 , $ 50 , $ 200.00 ,,
Creative Asset - Billboard (OOH),"Billboard / OOH poster from 6 Sheet up to 48 sheet
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Art Director,Creative,16, $ 122 ," $ 1,952 ", $ 170 ," $ 2,720.00 ",,
Creative Asset - Billboard (OOH),"Billboard / OOH poster from 6 Sheet up to 48 sheet
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
Creative Asset - Billboard (OOH),"Billboard / OOH poster from 6 Sheet up to 48 sheet
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",FA Artist,Creative,2, $ 122 , $ 244 , $ 170 , $ 340.00 ,,
Creative Asset - Poster,"Poster design up to A0 size
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ," $ 4,090.00 ",
Creative Asset - Poster,"Poster design up to A0 size
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Creative Director,Creative Direction,1, $ 280 , $ 280 , $ 280 , $ 280.00 ,,
Creative Asset - Poster,"Poster design up to A0 size
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",[Expense],Shutterstock (per image),4, $ 50 , $ 200 , $ 50 , $ 200.00 ,,
Creative Asset - Poster,"Poster design up to A0 size
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Art Director,Creative,12, $ 122 ," $ 1,464 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Poster,"Poster design up to A0 size
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",Copywriter,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ,,
Creative Asset - Poster,"Poster design up to A0 size
- Standard package includes concept development, image selection, creative/art director, designer(s), copywriter, FA",FA Artist,Creative,1, $ 122 , $ 122 , $ 170 , $ 170.00 ,,
Creative Asset - Film Shoot < 30 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Producer ,Content,12, $ 147 ," $ 1,764 ", $ 170 ," $ 2,040.00 "," $ 23,000.00 ",
Creative Asset - Film Shoot < 30 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Project Manager,Project Management,12, $ 131 ," $ 1,572 ", $ 180 ," $ 2,160.00 ",,
Creative Asset - Film Shoot < 30 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Creative Director,Creative Direction,12, $ 280 ," $ 3,360 ", $ 280 ," $ 3,360.00 ",,
Creative Asset - Film Shoot < 30 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Copywriter,Content,12, $ 147 ," $ 1,764 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Film Shoot < 30 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Art Director,Creative,28, $ 122 ," $ 3,416 ", $ 170 ," $ 4,760.00 ",,
Creative Asset - Film Shoot < 30 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Video Editor,Creative,12, $ 122 ," $ 1,464 ", $ 170 ," $ 2,040.00 ",,
Creative Asset - Film Shoot < 30 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",[Expense],Film Shoot - 1 Day (3rd party),1," $ 5,500 "," $ 5,500 "," $ 6,600 "," $ 6,600.00 ",,
Creative Asset - Film Shoot < 60 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Producer ,Content,16, $ 147 ," $ 2,352 ", $ 170 ," $ 2,720.00 "," $ 26,100.00 ",
Creative Asset - Film Shoot < 60 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Project Manager,Project Management,16, $ 131 ," $ 2,096 ", $ 180 ," $ 2,880.00 ",,
Creative Asset - Film Shoot < 60 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Creative Director,Creative Direction,12, $ 280 ," $ 3,360 ", $ 280 ," $ 3,360.00 ",,
Creative Asset - Film Shoot < 60 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Copywriter,Content,14, $ 147 ," $ 2,058 ", $ 170 ," $ 2,380.00 ",,
Creative Asset - Film Shoot < 60 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Art Director,Creative,32, $ 122 ," $ 3,904 ", $ 170 ," $ 5,440.00 ",,
Creative Asset - Film Shoot < 60 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Video Editor,Creative,16, $ 122 ," $ 1,952 ", $ 170 ," $ 2,720.00 ",,
Creative Asset - Film Shoot < 60 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (1-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",[Expense],Film Shoot - 1 Day (3rd party),1," $ 5,500 "," $ 5,500 "," $ 6,600 "," $ 6,600.00 ",,
Creative Asset - Film Shoot < 120 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (2-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Producer ,Content,16, $ 147 ," $ 2,352 ", $ 170 ," $ 2,720.00 "," $ 36,360.00 ",
Creative Asset - Film Shoot < 120 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (2-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Project Manager,Project Management,24, $ 131 ," $ 3,144 ", $ 180 ," $ 4,320.00 ",,
Creative Asset - Film Shoot < 120 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (2-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Creative Director,Creative Direction,20, $ 280 ," $ 5,600 ", $ 280 ," $ 5,600.00 ",,
Creative Asset - Film Shoot < 120 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (2-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Copywriter,Content,16, $ 147 ," $ 2,352 ", $ 170 ," $ 2,720.00 ",,
Creative Asset - Film Shoot < 120 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (2-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Art Director,Creative,40, $ 122 ," $ 4,880 ", $ 170 ," $ 6,800.00 ",,
Creative Asset - Film Shoot < 120 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (2-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Video Editor,Creative,20, $ 122 ," $ 2,440 ", $ 170 ," $ 3,400.00 ",,
Creative Asset - Film Shoot < 120 Sec,"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Production (2-day shoot including crew & equipment, HMU)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",[Expense],Film Shoot - 2 Days (3rd party),1," $ 9,000 "," $ 9,000 "," $ 10,800 "," $ 10,800.00 ",,
Creative Asset - Film Shoot (Additional < 15 Sec Cut-Down),"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Producer ,Content,4, $ 147 , $ 588 , $ 170 , $ 680.00 ," $ 4,740.00 ",
Creative Asset - Film Shoot (Additional < 15 Sec Cut-Down),"Live-action footage with basic lighting including:
- Scriptwriting & Storyboarding
- Pre-production planning (casting, location, props, wardrobe)
- Post-production (editing, colour grading, audio, VO)
Exclusions - talent, location fees",Project Manager,Project Management,4, $ 131 , $ 524 , $ 180 , $ 720.00 ,,
